Date,Year,Month,Day,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,Season,is_RR_missing
2021-11-19,2021,November,19,23.0,30.8,28.4,78.0,0.2,0.6,4.0,230.0,2.0,SW,Wet,0
2021-11-20,2021,November,20,23.4,33.2,29.2,76.0,3.1,3.7,4.0,170.0,2.0,SE,Wet,0
2021-11-20,2021,November,20,23.4,33.2,29.2,76.0,3.1,3.7,4.0,170.0,2.0,SE,Wet,0
2021-11-21,2021,November,21,23.2,32.6,28.4,80.0,0.0,7.7,2.0,140.0,1.0,SE,Wet,0
2021-11-22,2021,November,22,24.0,33.0,28.9,80.0,4.0,3.8,3.0,140.0,2.0,SE,Wet,0
2021-11-23,2021,November,23,24.0,31.8,28.6,82.0,6.4,7.3,3.0,130.0,2.0,SE,Wet,0
2021-11-24,2021,November,24,23.8,32.6,27.5,89.0,5.7,4.1,3.0,320.0,2.0,SE,Wet,0
2021-11-25,2021,November,25,23.0,29.8,26.0,87.0,73.5,3.9,3.0,330.0,2.0,SE,Wet,0
2021-11-26,2021,November,26,23.0,30.4,27.4,88.0,1.0,2.4,2.0,120.0,1.0,SE,Wet,0
2021-11-27,2021,November,27,22.8,31.8,28.3,84.0,12.3,1.7,3.0,320.0,2.0,SE,Wet,0
2021-11-27,2021,November,27,22.8,31.8,28.3,84.0,12.3,1.7,3.0,320.0,2.0,SE,Wet,0
2021-11-28,2021,November,28,22.6,28.8,25.8,93.0,6.1,5.1,3.0,150.0,2.0,SE,Wet,0
2021-11-28,2021,November,28,22.6,28.8,25.8,93.0,6.1,5.1,3.0,150.0,2.0,SE,Wet,0
2021-11-29,2021,November,29,23.4,29.2,26.1,90.0,7.2,0.8,3.0,250.0,2.0,NW,Wet,0
2021-11-30,2021,November,30,23.2,25.4,24.0,98.0,33.5,0.2,2.0,80.0,1.0,SE,Wet,0
2021-12-01,2021,December,1,22.0,33.0,29.0,71.0,17.0,0.2,4.0,180.0,2.0,S,Wet,0
2021-12-02,2021,December,2,21.6,31.6,28.0,81.0,0.0,7.7,3.0,310.0,2.0,NW,Wet,1
2021-12-02,2021,December,2,21.6,31.6,28.0,81.0,0.0,7.7,3.0,310.0,2.0,NW,Wet,1
2021-12-03,2021,December,3,23.0,31.2,26.2,91.0,4.9,1.1,3.0,140.0,2.0,SE,Wet,0
2021-12-03,2021,December,3,23.0,31.2,26.2,91.0,4.9,1.1,3.0,140.0,2.0,SE,Wet,0
2021-12-04,2021,December,4,22.7,33.2,29.4,71.0,13.8,2.5,4.0,140.0,2.0,SE,Wet,0
2021-12-05,2021,December,5,22.8,31.4,27.7,82.0,0.2,9.6,3.0,120.0,2.0,SE,Wet,1
2021-12-06,2021,December,6,22.4,32.4,28.1,80.0,4.0,3.8,3.0,130.0,2.0,SE,Wet,1
2021-12-06,2021,December,6,22.4,32.4,28.1,80.0,4.0,3.8,3.0,130.0,2.0,SE,Wet,1
2021-12-07,2021,December,7,22.6,30.8,26.8,86.0,12.9,5.1,4.0,130.0,2.0,SE,Wet,0
2021-12-07,2021,December,7,22.6,30.8,26.8,86.0,12.9,5.1,4.0,130.0,2.0,SE,Wet,0
2021-12-08,2021,December,8,23.2,32.0,29.0,76.0,0.2,4.0,5.0,130.0,3.0,SE,Wet,0
2021-12-08,2021,December,8,23.2,32.0,29.0,76.0,0.2,4.0,5.0,130.0,3.0,SE,Wet,0
2021-12-09,2021,December,9,23.2,31.6,28.3,83.0,2.0,9.2,3.0,50.0,2.0,SE,Wet,0
2021-12-10,2021,December,10,24.6,33.0,27.3,84.0,16.9,4.0,4.0,130.0,2.0,SE,Wet,1
2021-12-11,2021,December,11,24.0,30.8,28.0,82.0,0.2,6.2,4.0,150.0,3.0,SE,Wet,0
2021-12-11,2021,December,11,24.0,30.8,28.0,82.0,0.2,6.2,4.0,150.0,3.0,SE,Wet,0
2021-12-12,2021,December,12,23.5,32.2,29.0,74.0,7.7,3.2,5.0,120.0,3.0,SE,Wet,0
2021-12-12,2021,December,12,23.5,32.2,29.0,74.0,7.7,3.2,5.0,120.0,3.0,SE,Wet,0
2021-12-13,2021,December,13,23.4,33.2,29.3,73.0,0.0,7.4,4.0,120.0,2.0,ESE,Wet,0
2021-12-13,2021,December,13,23.4,33.2,29.3,73.0,0.0,7.4,4.0,120.0,2.0,ESE,Wet,0
2021-12-14,2021,December,14,23.2,33.0,29.6,77.0,1.0,9.1,4.0,140.0,3.0,SE,Wet,0
2021-12-15,2021,December,15,24.2,32.4,28.9,80.0,4.2,7.6,5.0,130.0,2.0,SE,Wet,0
2021-12-16,2021,December,16,24.0,33.6,29.4,79.0,0.0,7.6,4.0,110.0,2.0,SE,Wet,0
2021-12-17,2021,December,17,24.0,30.4,27.8,87.0,26.1,6.9,3.0,310.0,2.0,NW,Wet,0
2021-12-18,2021,December,18,24.8,28.6,25.0,95.0,1.0,1.0,3.0,140.0,2.0,SE,Wet,0
2021-12-19,2021,December,19,22.8,30.0,26.3,87.0,34.4,0.7,5.0,130.0,3.0,SE,Wet,0
2021-12-20,2021,December,20,22.9,27.8,25.0,93.0,24.6,1.8,5.0,160.0,3.0,SSE,Wet,0
2021-12-21,2021,December,21,23.0,31.6,28.3,77.0,58.5,0.8,3.0,300.0,2.0,NW,Wet,0
2021-12-22,2021,December,22,21.6,32.4,28.4,74.0,0.2,8.9,3.0,130.0,2.0,SE,Wet,0
2021-12-23,2021,December,23,21.4,32.2,28.6,72.0,0.0,8.6,3.0,130.0,2.0,SE,Wet,0
2021-12-24,2021,December,24,22.0,31.6,28.3,77.0,0.0,9.0,2.0,120.0,2.0,SE,Wet,1
2021-12-25,2021,December,25,22.0,32.4,28.9,75.0,0.0,8.3,3.0,130.0,2.0,SE,Wet,0
2021-12-26,2021,December,26,21.8,32.8,29.3,74.0,0.0,8.7,4.0,130.0,2.0,SE,Wet,1
2021-12-27,2021,December,27,21.2,32.7,28.9,70.0,0.0,9.2,5.0,130.0,3.0,SE,Wet,0
2021-12-28,2021,December,28,21.1,32.4,28.9,71.0,0.0,9.8,6.0,130.0,4.0,SE,Wet,0
2021-12-29,2021,December,29,21.0,32.4,29.3,71.0,0.0,9.7,5.0,130.0,3.0,SE,Wet,1
2021-12-30,2021,December,30,21.0,32.2,28.7,80.0,0.0,8.5,5.0,120.0,3.0,SE,Wet,0
2021-12-31,2021,December,31,24.2,27.8,25.9,90.0,0.5,6.5,5.0,140.0,3.0,SE,Wet,0
2022-01-01,2022,January,1,23.2,30.6,26.0,91.0,12.9,0.0,4.0,160.0,3.0,SSE,Wet,0
2022-01-02,2022,January,2,23.6,30.0,27.2,84.0,29.4,0.8,6.0,130.0,3.0,SE,Wet,0
2022-01-03,2022,January,3,23.2,31.4,27.6,82.0,0.3,2.2,6.0,130.0,3.0,SE,Wet,0
2022-01-04,2022,January,4,23.1,30.4,26.9,87.0,1.0,3.7,5.0,150.0,3.0,SE,Wet,0
2022-01-05,2022,January,5,22.8,31.2,28.6,77.0,8.8,4.6,5.0,120.0,3.0,SE,Wet,0
2022-01-06,2022,January,6,22.8,30.6,28.4,82.0,0.0,7.3,4.0,120.0,2.0,SE,Wet,0
2022-01-07,2022,January,7,22.1,33.2,28.9,76.0,0.0,6.8,4.0,130.0,2.0,SE,Wet,0
2022-01-08,2022,January,8,22.0,29.8,27.0,90.0,1.8,8.6,3.0,290.0,2.0,WNW,Wet,0
2022-01-09,2022,January,9,23.5,32.2,28.4,82.0,3.6,1.8,4.0,130.0,2.0,SE,Wet,0
2022-01-10,2022,January,10,23.4,30.8,28.0,83.0,0.9,6.0,4.0,160.0,2.0,SSE,Wet,1
2022-01-11,2022,January,11,22.4,31.8,28.9,76.0,52.0,2.3,6.0,130.0,4.0,SE,Wet,1
2022-01-12,2022,January,12,22.4,33.4,29.0,76.0,0.0,9.9,5.0,330.0,2.0,SE,Wet,0
2022-01-13,2022,January,13,23.0,32.2,28.1,80.0,1.5,7.4,5.0,120.0,2.0,SE,Wet,0
2022-01-14,2022,January,14,22.6,32.0,28.6,72.0,0.1,6.6,5.0,130.0,4.0,SE,Wet,0
2022-01-15,2022,January,15,21.4,32.2,28.1,78.0,0.0,7.0,5.0,120.0,3.0,SE,Wet,1
2022-01-16,2022,January,16,21.6,33.6,29.5,73.0,0.0,7.2,4.0,130.0,2.0,SE,Wet,0
2022-01-17,2022,January,17,23.8,32.6,28.2,80.0,0.9,7.6,4.0,140.0,2.0,SE,Wet,0
2022-01-18,2022,January,18,23.8,31.8,27.9,81.0,2.1,5.4,4.0,130.0,2.0,SE,Wet,0
2022-01-19,2022,January,19,21.4,33.4,29.0,70.0,3.6,3.8,3.0,150.0,2.0,SE,Wet,1
2022-01-20,2022,January,20,21.4,33.3,28.6,75.0,0.0,8.1,3.0,320.0,2.0,NW,Wet,0
2022-01-21,2022,January,21,21.5,33.0,28.6,76.0,0.9,7.8,4.0,120.0,2.0,SE,Wet,0
2022-01-22,2022,January,22,21.6,33.2,28.2,77.0,0.0,9.7,4.0,60.0,2.0,SE,Wet,0
2022-01-23,2022,January,23,21.4,31.8,28.8,78.0,0.0,8.6,3.0,300.0,2.0,SE,Wet,1
2022-01-24,2022,January,24,23.4,32.8,27.8,83.0,2.5,7.3,4.0,310.0,2.0,NW,Wet,1
2022-01-25,2022,January,25,22.6,31.7,28.6,79.0,4.2,5.1,3.0,140.0,2.0,SE,Wet,0
2022-01-26,2022,January,26,22.5,32.8,29.3,76.0,48.5,7.0,5.0,140.0,3.0,SE,Wet,1
2022-01-27,2022,January,27,23.2,33.4,29.8,78.0,0.0,8.0,4.0,310.0,2.0,NW,Wet,1
2022-01-28,2022,January,28,23.2,34.0,30.0,73.0,0.0,9.0,3.0,150.0,2.0,SE,Wet,1
2022-01-29,2022,January,29,23.0,33.6,28.2,80.0,0.0,8.4,4.0,220.0,2.0,SE,Wet,1
2022-01-30,2022,January,30,22.6,33.2,29.1,74.0,1.0,6.1,4.0,320.0,2.0,NW,Wet,0
2022-01-31,2022,January,31,22.0,33.6,29.2,73.0,0.0,9.7,3.0,140.0,2.0,SE,Wet,1
2022-02-01,2022,February,1,25.199999999999996,33.2,29.2,77.0,0.0,8.2,3.0,330.0,2.0,NNW,Wet,0
2022-02-02,2022,February,2,22.4,32.6,28.5,82.0,0.0,8.0,4.0,310.0,2.0,SE,Wet,1
2022-02-03,2022,February,3,24.2,33.0,29.8,74.0,0.3,4.0,3.0,130.0,2.0,SE,Wet,0
2022-02-04,2022,February,4,23.6,31.9,28.5,79.0,3.2,8.0,3.0,120.0,2.0,SE,Wet,1
2022-02-05,2022,February,5,22.6,34.0,29.3,72.0,0.0,6.0,4.0,120.0,3.0,SE,Wet,1
2022-02-06,2022,February,6,22.6,34.2,28.4,81.0,0.2,6.7,4.0,290.0,2.0,SE,Wet,0
2022-02-07,2022,February,7,23.6,30.6,26.5,90.0,19.0,7.0,5.0,330.0,2.0,NNW,Wet,0
2022-02-08,2022,February,8,22.6,32.0,28.2,77.0,15.7,1.5,8.0,130.0,4.0,SE,Wet,0
2022-02-09,2022,February,9,22.4,32.0,26.2,90.0,0.0,7.0,5.0,330.0,2.0,SE,Wet,0
2022-02-10,2022,February,10,22.6,29.4,26.7,82.0,33.8,4.0,5.0,150.0,3.0,SE,Wet,0
2022-02-11,2022,February,11,22.0,32.4,28.3,76.0,0.3,1.2,3.0,290.0,2.0,WNW,Wet,0
2022-02-12,2022,February,12,21.4,31.4,27.8,82.0,0.8,6.0,3.0,100.0,2.0,SE,Wet,0
2022-02-13,2022,February,13,22.0,32.8,29.1,73.0,3.4,4.5,4.0,110.0,2.0,ESE,Wet,0
2022-02-14,2022,February,14,21.8,31.4,28.0,81.0,0.0,8.8,4.0,310.0,2.0,NW,Wet,0
2022-02-15,2022,February,15,22.7,32.8,27.1,87.0,0.8,6.0,6.0,250.0,3.0,WSW,Wet,0
2022-02-16,2022,February,16,23.0,30.4,27.2,88.0,6.9,6.3,4.0,130.0,2.0,NW,Wet,0
2022-02-17,2022,February,17,22.8,32.2,28.4,83.0,0.7,2.4,3.0,150.0,2.0,SE,Wet,0
2022-02-18,2022,February,18,25.599999999999998,29.2,27.4,80.0,3.6,4.2,6.0,180.0,2.0,S,Wet,0
2022-02-19,2022,February,19,22.6,32.7,29.0,79.0,0.2,4.5,5.0,330.0,2.0,NNW,Wet,0
2022-02-20,2022,February,20,22.4,33.2,29.5,75.0,0.0,9.0,4.0,310.0,3.0,NW,Wet,1
2022-02-21,2022,February,21,23.2,33.2,29.5,76.0,0.0,9.9,4.0,340.0,2.0,SE,Wet,0
2022-02-22,2022,February,22,23.0,32.6,28.6,82.0,0.0,9.0,4.0,100.0,2.0,SE,Wet,1
2022-02-23,2022,February,23,22.4,31.6,27.3,84.0,4.8,7.7,3.0,330.0,2.0,NNW,Wet,0
2022-02-24,2022,February,24,22.2,31.0,27.9,79.0,19.7,7.3,5.0,110.0,3.0,ESE,Wet,0
2022-02-25,2022,February,25,22.4,30.4,27.9,78.0,3.0,4.9,6.0,130.0,4.0,SE,Wet,1
2022-02-26,2022,February,26,23.8,30.4,26.9,83.0,0.0,5.2,5.0,120.0,3.0,SE,Wet,0
2022-02-27,2022,February,27,23.2,28.4,25.5,91.0,0.2,1.0,3.0,150.0,2.0,SE,Wet,1
2022-02-28,2022,February,28,23.0,31.2,26.6,86.0,8.6,0.1,3.0,160.0,2.0,SE,Wet,0
2022-03-01,2022,March,1,23.0,30.8,27.7,83.0,36.2,5.0,6.0,140.0,3.0,SE,Wet,0
2022-03-02,2022,March,2,23.1,31.6,27.2,87.0,0.0,1.7,4.0,320.0,2.0,SE,Wet,0
2022-03-03,2022,March,3,23.2,31.8,27.7,83.0,22.4,4.5,2.0,130.0,1.0,SE,Wet,0
2022-03-04,2022,March,4,24.9,32.7,28.8,78.0,27.6,1.6,3.0,360.0,2.0,N,Wet,1
2022-03-05,2022,March,5,22.6,29.6,26.6,85.0,2.0,8.0,7.0,160.0,2.0,SE,Wet,1
2022-03-06,2022,March,6,22.2,32.6,28.2,83.0,0.8,0.4,3.0,300.0,2.0,SE,Wet,0
2022-03-07,2022,March,7,22.2,31.2,28.4,80.0,2.6,6.5,4.0,120.0,2.0,SE,Wet,0
2022-03-08,2022,March,8,22.8,30.2,27.3,86.0,7.1,6.1,5.0,320.0,3.0,SE,Wet,1
2022-03-09,2022,March,9,22.8,31.8,27.1,86.0,15.3,0.0,4.0,80.0,2.0,E,Wet,0
2022-03-10,2022,March,10,25.0,32.0,28.5,80.0,2.8,4.5,3.0,140.0,2.0,NE,Wet,0
2022-03-11,2022,March,11,22.2,31.6,27.2,84.0,42.0,3.0,3.0,270.0,2.0,W,Wet,0
2022-03-12,2022,March,12,23.0,31.6,28.9,80.0,5.5,5.3,3.0,290.0,2.0,WNW,Wet,0
2022-03-13,2022,March,13,23.0,32.8,29.0,79.0,0.0,8.0,4.0,280.0,2.0,SE,Wet,1
2022-03-14,2022,March,14,23.2,31.4,28.0,82.0,0.0,9.0,3.0,70.0,1.0,ENE,Wet,0
2022-03-15,2022,March,15,23.2,33.1,29.1,79.0,2.5,2.0,5.0,160.0,2.0,SE,Wet,1
2022-03-16,2022,March,16,23.8,32.4,27.3,86.0,0.1,8.5,6.0,310.0,2.0,SE,Wet,0
2022-03-17,2022,March,17,24.0,32.2,27.2,85.0,17.5,3.0,3.0,270.0,2.0,SE,Wet,0
2022-03-18,2022,March,18,23.6,32.0,28.6,79.0,9.2,3.1,4.0,150.0,2.0,SSE,Wet,0
2022-03-19,2022,March,19,23.6,29.8,26.9,86.0,9.5,5.1,4.0,220.0,2.0,SW,Wet,0
2022-03-20,2022,March,20,24.0,31.8,28.0,82.0,10.6,0.0,3.0,320.0,1.0,NW,Wet,0
2022-03-21,2022,March,21,24.0,31.2,28.7,73.0,0.8,2.2,5.0,220.0,2.0,SW,Wet,0
2022-03-22,2022,March,22,23.2,33.7,29.5,75.0,40.4,2.0,6.0,310.0,2.0,SE,Wet,1
2022-03-23,2022,March,23,23.2,33.4,28.4,81.0,0.0,6.0,4.0,160.0,2.0,SSE,Wet,0
2022-03-24,2022,March,24,23.4,31.8,28.0,82.0,22.0,6.0,2.0,160.0,1.0,SSE,Wet,0
2022-03-25,2022,March,25,23.799999999999997,32.0,27.9,83.0,1.4,2.5,5.0,180.0,2.0,SE,Wet,0
2022-03-26,2022,March,26,24.2,32.5,27.9,83.0,5.8,4.7,6.0,330.0,2.0,SE,Wet,0
2022-03-27,2022,March,27,22.3,32.8,29.0,76.0,3.6,4.6,3.0,220.0,2.0,SE,Wet,0
2022-03-28,2022,March,28,22.2,33.2,28.1,80.0,0.0,9.0,4.0,150.0,2.0,SE,Wet,1
2022-03-29,2022,March,29,22.6,32.6,27.9,81.0,0.9,7.0,4.0,320.0,2.0,SE,Wet,0
2022-03-30,2022,March,30,22.8,32.4,28.7,78.0,9.4,5.8,4.0,270.0,2.0,SE,Wet,0
2022-03-31,2022,March,31,22.4,32.5,27.7,82.0,0.0,7.8,4.0,310.0,2.0,SE,Wet,1
2022-04-01,2022,April,1,22.5,32.8,29.3,74.0,0.0,6.5,3.0,310.0,2.0,NW,Dry,0
2022-04-02,2022,April,2,22.4,32.6,29.1,79.0,0.0,8.0,3.0,320.0,2.0,NW,Dry,0
2022-04-03,2022,April,3,24.2,30.6,25.9,92.0,0.0,4.5,4.0,80.0,2.0,E,Dry,0
2022-04-04,2022,April,4,24.2,31.8,28.0,78.0,33.1,2.9,3.0,240.0,2.0,SE,Dry,0
2022-04-05,2022,April,5,22.2,29.8,26.1,89.0,8.5,8.7,3.0,130.0,2.0,SE,Dry,0
2022-04-06,2022,April,6,23.0,30.0,27.2,85.0,5.9,0.3,2.0,140.0,1.0,SE,Dry,0
2022-04-07,2022,April,7,23.3,32.6,27.6,79.0,0.6,1.0,3.0,150.0,1.0,SE,Dry,0
2022-04-08,2022,April,8,22.4,33.0,27.9,79.0,2.0,6.0,7.0,130.0,2.0,SE,Dry,1
2022-04-09,2022,April,9,22.0,32.2,28.2,79.0,24.4,7.1,3.0,80.0,2.0,SE,Dry,0
2022-04-10,2022,April,10,22.6,32.8,29.3,74.0,1.0,6.0,5.0,310.0,2.0,SE,Dry,0
2022-04-11,2022,April,11,23.2,32.4,28.5,78.0,0.0,7.1,4.0,310.0,2.0,NW,Dry,0
2022-04-12,2022,April,12,22.4,33.6,30.0,69.0,0.0,6.4,4.0,320.0,2.0,NW,Dry,0
2022-04-13,2022,April,13,22.5,33.6,28.5,76.0,0.0,10.7,4.0,120.0,2.0,SE,Dry,0
2022-04-14,2022,April,14,22.4,34.0,29.9,71.0,0.0,6.4,5.0,310.0,2.0,SE,Dry,1
2022-04-15,2022,April,15,22.2,33.6,30.3,74.0,0.0,10.1,4.0,320.0,2.0,SE,Dry,0
2022-04-16,2022,April,16,23.7,33.4,30.0,75.0,0.0,10.0,5.0,320.0,2.0,NW,Dry,0
2022-04-17,2022,April,17,23.6,33.9,30.3,72.0,0.0,9.6,8.0,140.0,3.0,NW,Dry,0
2022-04-18,2022,April,18,23.0,33.6,29.7,73.0,0.0,9.8,3.0,130.0,2.0,SE,Dry,0
2022-04-19,2022,April,19,23.0,33.8,29.5,76.0,0.0,8.2,4.0,300.0,2.0,SE,Dry,1
2022-04-20,2022,April,20,23.6,31.8,28.1,84.0,6.0,6.8,4.0,310.0,2.0,SE,Dry,0
2022-04-21,2022,April,21,23.2,33.4,29.5,78.0,27.9,4.6,4.0,290.0,2.0,SE,Dry,1
2022-04-22,2022,April,22,23.0,32.9,29.3,80.0,0.0,6.7,2.0,360.0,1.0,N,Dry,0
2022-04-23,2022,April,23,26.6,32.8,29.7,77.0,2.0,5.3,3.0,110.0,2.0,ESE,Dry,0
2022-04-24,2022,April,24,23.4,34.4,30.7,71.0,0.5,5.0,3.0,140.0,2.0,SE,Dry,1
2022-04-25,2022,April,25,23.2,34.0,28.4,80.0,0.0,9.6,5.0,140.0,2.0,SE,Dry,0
2022-04-26,2022,April,26,23.2,32.6,29.4,76.0,33.8,7.3,5.0,190.0,2.0,S,Dry,0
2022-04-27,2022,April,27,23.6,32.6,29.8,78.0,1.8,5.2,3.0,350.0,1.0,N,Dry,1
2022-04-28,2022,April,28,24.0,34.4,30.7,72.0,0.5,6.9,3.0,200.0,1.0,SSW,Dry,0
2022-04-29,2022,April,29,23.8,33.0,30.0,77.0,0.0,9.2,4.0,300.0,2.0,WNW,Dry,1
2022-04-30,2022,April,30,24.0,34.2,30.2,76.0,0.0,6.3,4.0,280.0,2.0,W,Dry,0
2022-05-01,2022,May,1,23.9,34.4,30.2,76.0,0.0,8.5,3.0,150.0,2.0,SSE,Dry,0
2022-05-02,2022,May,2,24.6,32.8,29.6,76.0,0.0,6.9,3.0,130.0,2.0,SE,Dry,0
2022-05-03,2022,May,3,24.7,32.2,29.4,73.0,5.5,4.6,7.0,190.0,3.0,S,Dry,1
2022-05-04,2022,May,4,24.6,32.2,28.9,82.0,1.0,2.7,3.0,320.0,2.0,SE,Dry,1
2022-05-05,2022,May,5,24.4,32.4,29.2,76.0,1.5,4.5,5.0,200.0,2.0,SSW,Dry,0
2022-05-06,2022,May,6,24.2,32.2,27.8,82.0,8.9,2.8,5.0,310.0,2.0,NW,Dry,0
2022-05-07,2022,May,7,24.2,34.2,30.1,74.0,0.5,2.0,4.0,320.0,2.0,SE,Dry,1
2022-05-08,2022,May,8,24.5,34.2,30.0,73.0,1.5,4.2,4.0,200.0,2.0,SSW,Dry,1
2022-05-09,2022,May,9,24.2,33.2,29.2,78.0,2.5,4.0,3.0,120.0,2.0,ESE,Dry,1
2022-05-10,2022,May,10,23.8,34.2,29.7,77.0,1.5,1.0,4.0,320.0,2.0,SE,Dry,0
2022-05-11,2022,May,11,23.7,31.6,28.9,79.0,1.6,7.9,3.0,210.0,2.0,SSW,Dry,0
2022-05-12,2022,May,12,24.2,34.0,30.5,64.0,0.0,0.4,8.0,170.0,3.0,SW,Dry,0
2022-05-13,2022,May,13,24.0,33.8,30.0,75.0,0.0,8.0,4.0,210.0,2.0,NW,Dry,1
2022-05-14,2022,May,14,24.0,34.6,30.7,71.0,1.5,6.1,5.0,310.0,2.0,SE,Dry,1
2022-05-15,2022,May,15,23.4,34.6,30.4,72.0,0.0,9.3,4.0,140.0,2.0,SE,Dry,0
2022-05-16,2022,May,16,23.3,34.4,29.9,73.0,0.2,9.1,3.0,140.0,2.0,SE,Dry,0
2022-05-17,2022,May,17,23.8,35.2,31.1,70.0,0.0,3.4,4.0,160.0,2.0,SE,Dry,0
2022-05-18,2022,May,18,23.2,35.2,31.3,59.0,0.0,7.8,4.0,280.0,2.0,SW,Dry,0
2022-05-19,2022,May,19,22.4,35.4,31.3,58.0,0.0,9.2,4.0,240.0,2.0,SE,Dry,1
2022-05-20,2022,May,20,22.3,34.4,30.6,62.0,0.0,8.5,5.0,320.0,3.0,NW,Dry,0
2022-05-21,2022,May,21,22.6,34.7,30.3,66.0,0.0,8.6,4.0,240.0,2.0,SW,Dry,0
2022-05-22,2022,May,22,22.4,34.4,30.7,64.0,0.0,4.3,6.0,170.0,3.0,S,Dry,1
2022-05-23,2022,May,23,22.9,36.8,32.0,58.0,0.0,10.1,3.0,210.0,2.0,SW,Dry,0
2022-05-24,2022,May,24,23.0,36.6,32.2,58.0,0.0,9.5,3.0,220.0,2.0,SW,Dry,1
2022-05-25,2022,May,25,23.0,34.1,30.8,61.0,0.0,9.4,3.0,180.0,2.0,S,Dry,0
2022-05-26,2022,May,26,23.4,35.2,31.3,61.0,0.0,3.2,3.0,200.0,2.0,SW,Dry,1
2022-05-27,2022,May,27,22.8,34.2,30.7,60.0,0.0,9.9,4.0,230.0,2.0,SW,Dry,1
2022-05-28,2022,May,28,23.0,33.6,29.1,64.0,0.0,7.7,5.0,220.0,3.0,SW,Dry,0
2022-05-29,2022,May,29,22.799999999999997,31.0,26.9,77.0,14.6,4.0,5.0,310.0,2.0,NW,Dry,0
2022-05-30,2022,May,30,24.0,31.0,27.0,81.0,81.1,0.6,5.0,320.0,2.0,NW,Dry,0
2022-05-31,2022,May,31,23.6,33.4,27.1,80.0,2.7,1.9,5.0,320.0,2.0,SE,Dry,0
2022-06-01,2022,June,1,23.8,31.6,27.4,80.0,2.8,3.7,4.0,210.0,2.0,SW,Dry,0
2022-06-02,2022,June,2,23.8,31.2,28.8,70.0,13.7,2.8,5.0,200.0,3.0,SSW,Dry,0
2022-06-03,2022,June,3,23.4,32.6,29.1,68.0,2.1,3.5,6.0,180.0,3.0,S,Dry,0
2022-06-04,2022,June,4,23.2,34.1,28.8,73.0,0.0,3.3,4.0,350.0,2.0,N,Dry,0
2022-06-05,2022,June,5,23.1,33.4,28.6,76.0,0.9,5.9,4.0,320.0,2.0,NW,Dry,1
2022-06-06,2022,June,6,22.6,32.8,29.2,73.0,0.1,4.7,2.0,150.0,2.0,SE,Dry,0
2022-06-07,2022,June,7,22.4,33.2,29.1,69.0,0.0,3.3,4.0,320.0,2.0,SE,Dry,0
2022-06-08,2022,June,8,22.6,34.6,29.8,67.0,0.0,5.449999999999999,6.0,330.0,2.0,SE,Dry,0
2022-06-09,2022,June,9,22.8,34.4,30.2,66.0,0.0,7.6,5.0,130.0,2.0,SE,Dry,1
2022-06-10,2022,June,10,22.6,31.0,27.1,83.0,19.1,9.5,3.0,110.0,2.0,SE,Dry,1
2022-06-11,2022,June,11,22.0,33.4,29.6,65.0,0.6,0.4,5.0,230.0,2.0,NW,Dry,1
2022-06-12,2022,June,12,22.0,33.6,29.7,65.0,0.0,9.9,4.0,130.0,2.0,SE,Dry,0
2022-06-13,2022,June,13,21.7,33.8,29.6,68.0,0.5,4.2,5.0,310.0,3.0,NW,Dry,0
2022-06-14,2022,June,14,21.8,34.8,27.8,78.0,0.0,9.5,6.0,140.0,2.0,SE,Dry,1
2022-06-15,2022,June,15,23.0,30.4,27.3,78.0,19.9,6.7,4.0,210.0,2.0,SW,Dry,0
2022-06-16,2022,June,16,25.4,33.6,29.5,71.0,8.2,0.7,3.0,290.0,2.0,WNW,Dry,1
2022-06-17,2022,June,17,23.2,33.2,29.0,74.0,5.7,6.6,5.0,320.0,2.0,SE,Dry,0
2022-06-18,2022,June,18,23.6,32.8,28.8,75.0,0.9,7.9,7.0,300.0,3.0,SE,Dry,0
2022-06-19,2022,June,19,22.6,32.6,28.7,77.0,0.5,6.4,3.0,340.0,1.0,SE,Dry,1
2022-06-20,2022,June,20,22.6,33.0,29.6,70.0,0.0,3.0,5.0,320.0,2.0,NW,Dry,0
2022-06-21,2022,June,21,23.2,31.2,27.9,77.0,0.0,9.7,4.0,310.0,2.0,SE,Dry,1
2022-06-22,2022,June,22,23.2,33.6,28.4,73.0,0.0,3.9,3.0,140.0,2.0,SE,Dry,0
2022-06-23,2022,June,23,21.599999999999998,30.8,26.2,83.0,6.4,7.2,4.0,180.0,2.0,SE,Dry,0
2022-06-24,2022,June,24,22.8,31.0,28.2,72.0,23.1,1.7,3.0,210.0,2.0,SE,Dry,0
2022-06-25,2022,June,25,22.6,34.2,29.7,65.0,0.0,0.1,5.0,330.0,3.0,SE,Dry,0
2022-06-26,2022,June,26,22.6,32.2,29.2,72.0,0.9,8.6,3.0,130.0,2.0,SE,Dry,0
2022-06-27,2022,June,27,23.2,33.6,28.4,74.0,0.0,7.8,3.0,110.0,2.0,ESE,Dry,1
2022-06-28,2022,June,28,23.2,33.6,29.3,71.0,0.0,5.1,4.0,320.0,2.0,SE,Dry,1
2022-06-29,2022,June,29,23.4,33.8,30.5,62.0,0.0,6.0,7.0,190.0,4.0,S,Dry,1
2022-06-30,2022,June,30,23.6,34.7,31.9,52.0,0.0,8.9,10.0,170.0,4.0,S,Dry,0
