Date,Year,month,day,RH_AVG_preprocessed
2020-12-28,2020,12,28,87.0
2020-12-29,2020,12,29,78.0
2020-12-29,2020,12,29,78.0
2020-12-30,2020,12,30,76.0
2020-12-31,2020,12,31,74.0
2020-12-31,2020,12,31,74.0
2021-01-01,2021,1,1,77.0
2021-01-01,2021,1,1,77.0
2021-01-02,2021,1,2,79.0
2021-01-02,2021,1,2,79.0
2021-01-03,2021,1,3,80.0
2021-01-03,2021,1,3,80.0
2021-01-04,2021,1,4,80.0
2021-01-04,2021,1,4,80.0
2021-01-05,2021,1,5,85.0
2021-01-05,2021,1,5,85.0
2021-01-06,2021,1,6,77.0
2021-01-06,2021,1,6,77.0
2021-01-07,2021,1,7,74.0
2021-01-07,2021,1,7,74.0
2021-01-08,2021,1,8,76.0
2021-01-08,2021,1,8,76.0
2021-01-09,2021,1,9,81.0
2021-01-09,2021,1,9,81.0
2021-01-10,2021,1,10,89.0
2021-01-10,2021,1,10,89.0
2021-01-11,2021,1,11,80.0
2021-01-11,2021,1,11,80.0
2021-01-12,2021,1,12,81.0
2021-01-13,2021,1,13,84.0
2021-01-13,2021,1,13,84.0
2021-01-14,2021,1,14,77.0
2021-01-14,2021,1,14,77.0
2021-01-15,2021,1,15,83.0
2021-01-15,2021,1,15,83.0
2021-01-16,2021,1,16,85.0
2021-01-16,2021,1,16,85.0
2021-01-17,2021,1,17,77.0
2021-01-18,2021,1,18,78.0
2021-01-19,2021,1,19,76.0
2021-01-20,2021,1,20,77.0
2021-01-21,2021,1,21,72.0
2021-01-21,2021,1,21,72.0
2021-01-22,2021,1,22,77.0
2021-01-23,2021,1,23,77.0
2021-01-24,2021,1,24,81.0
2021-01-24,2021,1,24,81.0
2021-01-25,2021,1,25,80.0
2021-01-25,2021,1,25,80.0
2021-01-26,2021,1,26,74.0
2021-01-26,2021,1,26,74.0
2021-01-27,2021,1,27,79.0
2021-01-27,2021,1,27,79.0
2021-01-28,2021,1,28,79.0
2021-01-29,2021,1,29,73.0
2021-01-29,2021,1,29,73.0
2021-01-30,2021,1,30,72.0
2021-01-31,2021,1,31,74.0
2021-02-01,2021,2,1,73.0
2021-02-01,2021,2,1,73.0
2021-02-02,2021,2,2,80.0
2021-02-02,2021,2,2,80.0
2021-02-03,2021,2,3,73.0
2021-02-03,2021,2,3,73.0
2021-02-04,2021,2,4,72.0
2021-02-05,2021,2,5,71.0
2021-02-05,2021,2,5,71.0
2021-02-06,2021,2,6,77.0
2021-02-06,2021,2,6,77.0
2021-02-07,2021,2,7,74.0
2021-02-08,2021,2,8,76.0
2021-02-08,2021,2,8,76.0
2021-02-09,2021,2,9,75.0
2021-02-09,2021,2,9,75.0
2021-02-10,2021,2,10,84.0
2021-02-11,2021,2,11,77.0
2021-02-12,2021,2,12,70.0
2021-02-12,2021,2,12,70.0
2021-02-13,2021,2,13,71.0
2021-02-13,2021,2,13,71.0
2021-02-14,2021,2,14,78.0
2021-02-15,2021,2,15,69.0
2021-02-15,2021,2,15,69.0
2021-02-16,2021,2,16,69.0
2021-02-17,2021,2,17,64.0
2021-02-17,2021,2,17,64.0
2021-02-18,2021,2,18,66.0
2021-02-18,2021,2,18,66.0
2021-02-19,2021,2,19,68.0
2021-02-19,2021,2,19,68.0
2021-02-20,2021,2,20,66.0
2021-02-20,2021,2,20,66.0
2021-02-21,2021,2,21,66.0
2021-02-21,2021,2,21,66.0
2021-02-22,2021,2,22,69.0
2021-02-23,2021,2,23,68.0
2021-02-24,2021,2,24,74.0
2021-02-25,2021,2,25,80.0
2021-02-26,2021,2,26,74.0
2021-02-26,2021,2,26,74.0
2021-02-27,2021,2,27,70.0
2021-02-27,2021,2,27,70.0
2021-02-28,2021,2,28,70.0
2021-03-01,2021,3,1,75.0
2021-03-01,2021,3,1,75.0
2021-03-02,2021,3,2,76.0
2021-03-02,2021,3,2,76.0
2021-03-03,2021,3,3,75.0
2021-03-03,2021,3,3,75.0
2021-03-04,2021,3,4,68.0
2021-03-05,2021,3,5,75.0
2021-03-05,2021,3,5,75.0
2021-03-06,2021,3,6,89.0
2021-03-06,2021,3,6,89.0
2021-03-07,2021,3,7,86.0
2021-03-07,2021,3,7,86.0
2021-03-08,2021,3,8,66.0
2021-03-09,2021,3,9,68.0
2021-03-10,2021,3,10,67.0
2021-03-11,2021,3,11,66.0
2021-03-11,2021,3,11,66.0
2021-03-12,2021,3,12,70.0
2021-03-12,2021,3,12,70.0
2021-03-13,2021,3,13,79.0
2021-03-13,2021,3,13,79.0
2021-03-14,2021,3,14,76.0
2021-03-14,2021,3,14,76.0
2021-03-15,2021,3,15,68.0
2021-03-16,2021,3,16,85.0
2021-03-16,2021,3,16,85.0
2021-03-17,2021,3,17,84.0
2021-03-17,2021,3,17,84.0
2021-03-18,2021,3,18,84.0
2021-03-18,2021,3,18,84.0
2021-03-19,2021,3,19,79.0
2021-03-19,2021,3,19,79.0
2021-03-20,2021,3,20,75.0
2021-03-20,2021,3,20,75.0
2021-03-21,2021,3,21,71.0
2021-03-21,2021,3,21,71.0
2021-03-22,2021,3,22,77.0
2021-03-22,2021,3,22,77.0
2021-03-23,2021,3,23,79.0
2021-03-23,2021,3,23,79.0
2021-03-24,2021,3,24,87.0
2021-03-24,2021,3,24,87.0
2021-03-25,2021,3,25,74.0
2021-03-25,2021,3,25,74.0
2021-03-26,2021,3,26,86.0
2021-03-26,2021,3,26,86.0
2021-03-27,2021,3,27,84.0
2021-03-27,2021,3,27,84.0
2021-03-28,2021,3,28,92.0
2021-03-28,2021,3,28,92.0
2021-03-29,2021,3,29,84.0
2021-03-29,2021,3,29,84.0
2021-03-30,2021,3,30,75.0
2021-03-30,2021,3,30,75.0
2021-03-31,2021,3,31,71.0
2021-03-31,2021,3,31,71.0
2021-04-01,2021,4,1,76.0
2021-04-01,2021,4,1,76.0
2021-04-02,2021,4,2,92.0
2021-04-02,2021,4,2,92.0
2021-04-03,2021,4,3,74.0
2021-04-03,2021,4,3,74.0
2021-04-04,2021,4,4,72.0
2021-04-04,2021,4,4,72.0
2021-04-05,2021,4,5,76.0
2021-04-05,2021,4,5,76.0
2021-04-06,2021,4,6,85.0
2021-04-06,2021,4,6,85.0
2021-04-07,2021,4,7,88.0
2021-04-07,2021,4,7,88.0
2021-04-08,2021,4,8,76.0
2021-04-08,2021,4,8,76.0
2021-04-09,2021,4,9,74.0
2021-04-09,2021,4,9,74.0
2021-04-10,2021,4,10,81.0
2021-04-10,2021,4,10,81.0
2021-04-11,2021,4,11,80.0
2021-04-11,2021,4,11,80.0
2021-04-12,2021,4,12,77.0
2021-04-12,2021,4,12,77.0
2021-04-13,2021,4,13,86.0
2021-04-13,2021,4,13,86.0
2021-04-14,2021,4,14,87.0
2021-04-14,2021,4,14,87.0
2021-04-15,2021,4,15,77.0
2021-04-15,2021,4,15,77.0
2021-04-16,2021,4,16,78.0
2021-04-16,2021,4,16,78.0
2021-04-17,2021,4,17,70.0
2021-04-17,2021,4,17,70.0
2021-04-18,2021,4,18,70.0
2021-04-18,2021,4,18,70.0
2021-04-19,2021,4,19,80.0
2021-04-20,2021,4,20,68.0
2021-04-20,2021,4,20,68.0
2021-04-21,2021,4,21,75.0
2021-04-21,2021,4,21,75.0
2021-04-22,2021,4,22,73.0
2021-04-22,2021,4,22,73.0
2021-04-23,2021,4,23,68.0
2021-04-23,2021,4,23,68.0
2021-04-24,2021,4,24,72.0
2021-04-24,2021,4,24,72.0
2021-04-25,2021,4,25,67.0
2021-04-25,2021,4,25,67.0
2021-04-26,2021,4,26,82.0
2021-04-26,2021,4,26,82.0
2021-04-27,2021,4,27,73.0
2021-04-27,2021,4,27,73.0
2021-04-28,2021,4,28,72.0
2021-04-28,2021,4,28,72.0
2021-04-29,2021,4,29,77.0
2021-04-29,2021,4,29,77.0
2021-04-30,2021,4,30,79.0
2021-04-30,2021,4,30,79.0
2021-05-01,2021,5,1,70.0
2021-05-01,2021,5,1,70.0
2021-05-02,2021,5,2,82.0
2021-05-02,2021,5,2,82.0
2021-05-03,2021,5,3,74.0
2021-05-03,2021,5,3,74.0
2021-05-04,2021,5,4,84.0
2021-05-04,2021,5,4,84.0
2021-05-05,2021,5,5,92.0
2021-05-05,2021,5,5,92.0
2021-05-06,2021,5,6,80.0
2021-05-06,2021,5,6,80.0
2021-05-07,2021,5,7,83.0
2021-05-07,2021,5,7,83.0
2021-05-08,2021,5,8,80.0
2021-05-08,2021,5,8,80.0
2021-05-09,2021,5,9,83.0
2021-05-09,2021,5,9,83.0
2021-05-10,2021,5,10,81.0
2021-05-10,2021,5,10,81.0
2021-05-11,2021,5,11,76.0
2021-05-11,2021,5,11,76.0
2021-05-12,2021,5,12,79.0
2021-05-12,2021,5,12,79.0
2021-05-13,2021,5,13,81.0
2021-05-13,2021,5,13,81.0
2021-05-14,2021,5,14,84.0
2021-05-14,2021,5,14,84.0
2021-05-15,2021,5,15,84.0
2021-05-15,2021,5,15,84.0
2021-05-16,2021,5,16,79.0
2021-05-16,2021,5,16,79.0
2021-05-17,2021,5,17,80.0
2021-05-17,2021,5,17,80.0
2021-05-18,2021,5,18,87.0
2021-05-18,2021,5,18,87.0
2021-05-19,2021,5,19,76.0
2021-05-19,2021,5,19,76.0
2021-05-20,2021,5,20,68.0
2021-05-20,2021,5,20,68.0
2021-05-21,2021,5,21,66.0
2021-05-21,2021,5,21,66.0
2021-05-22,2021,5,22,64.0
2021-05-22,2021,5,22,64.0
2021-05-23,2021,5,23,66.0
2021-05-23,2021,5,23,66.0
2021-05-24,2021,5,24,67.0
2021-05-24,2021,5,24,67.0
2021-05-25,2021,5,25,68.0
2021-05-25,2021,5,25,68.0
2021-05-26,2021,5,26,83.0
2021-05-26,2021,5,26,83.0
2021-05-27,2021,5,27,74.0
2021-05-27,2021,5,27,74.0
2021-05-28,2021,5,28,72.0
2021-05-29,2021,5,29,68.0
2021-05-29,2021,5,29,68.0
2021-05-30,2021,5,30,71.0
2021-05-30,2021,5,30,71.0
2021-05-31,2021,5,31,83.0
2021-05-31,2021,5,31,83.0
2021-06-01,2021,6,1,84.0
2021-06-01,2021,6,1,84.0
2021-06-02,2021,6,2,89.0
2021-06-02,2021,6,2,89.0
2021-06-03,2021,6,3,84.0
2021-06-03,2021,6,3,84.0
2021-06-04,2021,6,4,86.0
2021-06-04,2021,6,4,86.0
2021-06-05,2021,6,5,74.0
2021-06-05,2021,6,5,74.0
2021-06-06,2021,6,6,68.0
2021-06-06,2021,6,6,68.0
2021-06-07,2021,6,7,67.0
2021-06-07,2021,6,7,67.0
2021-06-08,2021,6,8,65.0
2021-06-08,2021,6,8,65.0
2021-06-09,2021,6,9,60.0
2021-06-10,2021,6,10,77.0
2021-06-10,2021,6,10,77.0
2021-06-11,2021,6,11,63.0
2021-06-11,2021,6,11,63.0
2021-06-12,2021,6,12,75.0
2021-06-12,2021,6,12,75.0
2021-06-13,2021,6,13,74.0
2021-06-13,2021,6,13,74.0
2021-06-14,2021,6,14,78.0
2021-06-14,2021,6,14,78.0
2021-06-15,2021,6,15,60.0
2021-06-15,2021,6,15,60.0
2021-06-16,2021,6,16,60.0
2021-06-16,2021,6,16,60.0
2021-06-17,2021,6,17,60.0
2021-06-17,2021,6,17,60.0
2021-06-18,2021,6,18,63.0
2021-06-18,2021,6,18,63.0
2021-06-19,2021,6,19,73.0
2021-06-19,2021,6,19,73.0
2021-06-20,2021,6,20,69.0
2021-06-20,2021,6,20,69.0
2021-06-21,2021,6,21,69.0
2021-06-21,2021,6,21,69.0
2021-06-22,2021,6,22,62.0
2021-06-22,2021,6,22,62.0
2021-06-23,2021,6,23,66.0
2021-06-23,2021,6,23,66.0
2021-06-24,2021,6,24,63.0
2021-06-24,2021,6,24,63.0
2021-06-25,2021,6,25,90.0
2021-06-26,2021,6,26,79.0
2021-06-26,2021,6,26,79.0
2021-06-27,2021,6,27,64.0
2021-06-27,2021,6,27,64.0
2021-06-28,2021,6,28,83.0
2021-06-28,2021,6,28,83.0
2021-06-29,2021,6,29,75.0
2021-06-29,2021,6,29,75.0
2021-06-30,2021,6,30,71.0
2021-06-30,2021,6,30,71.0
2021-07-01,2021,7,1,71.0
2021-07-01,2021,7,1,71.0
2021-07-02,2021,7,2,74.0
2021-07-02,2021,7,2,74.0
2021-07-03,2021,7,3,82.0
2021-07-03,2021,7,3,82.0
2021-07-04,2021,7,4,72.0
2021-07-05,2021,7,5,73.0
2021-07-06,2021,7,6,70.0
2021-07-06,2021,7,6,70.0
2021-07-07,2021,7,7,73.0
2021-07-07,2021,7,7,73.0
2021-07-08,2021,7,8,77.0
2021-07-08,2021,7,8,77.0
2021-07-09,2021,7,9,87.0
2021-07-09,2021,7,9,87.0
2021-07-10,2021,7,10,90.0
2021-07-10,2021,7,10,90.0
2021-07-11,2021,7,11,84.0
2021-07-11,2021,7,11,84.0
2021-07-12,2021,7,12,65.0
2021-07-13,2021,7,13,73.0
2021-07-13,2021,7,13,73.0
2021-07-14,2021,7,14,74.0
2021-07-14,2021,7,14,74.0
2021-07-15,2021,7,15,78.0
2021-07-15,2021,7,15,78.0
2021-07-16,2021,7,16,74.0
2021-07-16,2021,7,16,74.0
2021-07-17,2021,7,17,68.0
2021-07-17,2021,7,17,68.0
2021-07-18,2021,7,18,54.0
2021-07-18,2021,7,18,54.0
2021-07-19,2021,7,19,57.0
2021-07-19,2021,7,19,57.0
2021-07-20,2021,7,20,61.0
2021-07-21,2021,7,21,63.0
2021-07-21,2021,7,21,63.0
2021-07-22,2021,7,22,63.0
2021-07-23,2021,7,23,60.0
2021-07-23,2021,7,23,60.0
2021-07-24,2021,7,24,56.0
2021-07-24,2021,7,24,56.0
2021-07-25,2021,7,25,62.0
2021-07-25,2021,7,25,62.0
2021-07-26,2021,7,26,61.0
2021-07-27,2021,7,27,61.0
2021-07-27,2021,7,27,61.0
2021-07-28,2021,7,28,61.0
2021-07-28,2021,7,28,61.0
2021-07-29,2021,7,29,61.0
2021-07-29,2021,7,29,61.0
2021-07-30,2021,7,30,68.0
2021-07-31,2021,7,31,79.0
2021-08-01,2021,8,1,60.0
2021-08-01,2021,8,1,60.0
2021-08-02,2021,8,2,62.0
2021-08-03,2021,8,3,60.0
2021-08-03,2021,8,3,60.0
2021-08-04,2021,8,4,61.0
2021-08-04,2021,8,4,61.0
2021-08-05,2021,8,5,58.0
2021-08-05,2021,8,5,58.0
2021-08-06,2021,8,6,56.0
2021-08-06,2021,8,6,56.0
2021-08-07,2021,8,7,60.0
2021-08-07,2021,8,7,60.0
2021-08-08,2021,8,8,69.0
2021-08-08,2021,8,8,69.0
2021-08-09,2021,8,9,69.0
2021-08-09,2021,8,9,69.0
2021-08-10,2021,8,10,89.0
2021-08-10,2021,8,10,89.0
2021-08-11,2021,8,11,70.0
2021-08-11,2021,8,11,70.0
2021-08-12,2021,8,12,81.0
2021-08-12,2021,8,12,81.0
2021-08-13,2021,8,13,75.0
2021-08-13,2021,8,13,75.0
2021-08-14,2021,8,14,70.0
2021-08-14,2021,8,14,70.0
2021-08-15,2021,8,15,72.0
2021-08-15,2021,8,15,72.0
2021-08-16,2021,8,16,76.0
2021-08-16,2021,8,16,76.0
2021-08-17,2021,8,17,73.0
2021-08-17,2021,8,17,73.0
2021-08-18,2021,8,18,69.0
2021-08-18,2021,8,18,69.0
2021-08-19,2021,8,19,82.0
2021-08-20,2021,8,20,74.0
2021-08-20,2021,8,20,74.0
2021-08-21,2021,8,21,81.0
2021-08-21,2021,8,21,81.0
2021-08-22,2021,8,22,84.0
2021-08-22,2021,8,22,84.0
2021-08-23,2021,8,23,78.0
2021-08-23,2021,8,23,78.0
2021-08-24,2021,8,24,81.0
2021-08-24,2021,8,24,81.0
2021-08-25,2021,8,25,70.0
2021-08-25,2021,8,25,70.0
2021-08-26,2021,8,26,74.0
2021-08-26,2021,8,26,74.0
2021-08-27,2021,8,27,71.0
2021-08-27,2021,8,27,71.0
2021-08-28,2021,8,28,71.0
2021-08-28,2021,8,28,71.0
2021-08-29,2021,8,29,76.0
2021-08-29,2021,8,29,76.0
2021-08-30,2021,8,30,79.0
2021-08-30,2021,8,30,79.0
2021-08-31,2021,8,31,75.0
2021-08-31,2021,8,31,75.0
2021-09-01,2021,9,1,79.0
2021-09-01,2021,9,1,79.0
2021-09-02,2021,9,2,73.0
2021-09-02,2021,9,2,73.0
2021-09-03,2021,9,3,72.0
2021-09-03,2021,9,3,72.0
2021-09-04,2021,9,4,70.0
2021-09-04,2021,9,4,70.0
2021-09-05,2021,9,5,65.0
2021-09-05,2021,9,5,65.0
2021-09-06,2021,9,6,67.0
2021-09-06,2021,9,6,67.0
2021-09-07,2021,9,7,67.0
2021-09-07,2021,9,7,67.0
2021-09-08,2021,9,8,74.0
2021-09-08,2021,9,8,74.0
2021-09-09,2021,9,9,78.0
2021-09-09,2021,9,9,78.0
2021-09-10,2021,9,10,62.0
2021-09-10,2021,9,10,62.0
2021-09-11,2021,9,11,77.0
2021-09-11,2021,9,11,77.0
2021-09-12,2021,9,12,78.0
2021-09-12,2021,9,12,78.0
2021-09-13,2021,9,13,60.0
2021-09-13,2021,9,13,60.0
2021-09-14,2021,9,14,57.0
2021-09-14,2021,9,14,57.0
2021-09-15,2021,9,15,71.0
2021-09-16,2021,9,16,72.0
2021-09-17,2021,9,17,69.0
2021-09-17,2021,9,17,69.0
2021-09-18,2021,9,18,75.0
2021-09-18,2021,9,18,75.0
2021-09-19,2021,9,19,85.0
2021-09-19,2021,9,19,85.0
2021-09-20,2021,9,20,79.0
2021-09-21,2021,9,21,66.0
2021-09-21,2021,9,21,66.0
2021-09-22,2021,9,22,64.0
2021-09-22,2021,9,22,64.0
2021-09-23,2021,9,23,62.0
2021-09-23,2021,9,23,62.0
2021-09-24,2021,9,24,71.0
2021-09-24,2021,9,24,71.0
2021-09-25,2021,9,25,70.0
2021-09-25,2021,9,25,70.0
2021-09-26,2021,9,26,82.0
2021-09-27,2021,9,27,88.0
2021-09-28,2021,9,28,76.0
2021-09-28,2021,9,28,76.0
2021-09-29,2021,9,29,82.0
2021-09-29,2021,9,29,82.0
2021-09-30,2021,9,30,85.0
2021-09-30,2021,9,30,85.0
2021-10-01,2021,10,1,74.0
2021-10-01,2021,10,1,74.0
2021-10-02,2021,10,2,74.0
2021-10-03,2021,10,3,75.0
2021-10-04,2021,10,4,68.0
2021-10-04,2021,10,4,68.0
2021-10-05,2021,10,5,65.0
2021-10-06,2021,10,6,74.0
2021-10-07,2021,10,7,68.0
2021-10-08,2021,10,8,64.0
2021-10-09,2021,10,9,66.0
2021-10-09,2021,10,9,66.0
2021-10-10,2021,10,10,57.0
2021-10-11,2021,10,11,68.0
2021-10-11,2021,10,11,68.0
2021-10-12,2021,10,12,58.0
2021-10-12,2021,10,12,58.0
2021-10-13,2021,10,13,57.0
2021-10-13,2021,10,13,57.0
2021-10-14,2021,10,14,61.0
2021-10-14,2021,10,14,61.0
2021-10-15,2021,10,15,64.0
2021-10-15,2021,10,15,64.0
2021-10-16,2021,10,16,64.0
2021-10-16,2021,10,16,64.0
2021-10-17,2021,10,17,79.0
2021-10-18,2021,10,18,75.0
2021-10-19,2021,10,19,80.0
2021-10-20,2021,10,20,95.0
2021-10-21,2021,10,21,82.0
2021-10-22,2021,10,22,87.0
2021-10-23,2021,10,23,81.0
2021-10-24,2021,10,24,86.0
2021-10-25,2021,10,25,85.0
2021-10-26,2021,10,26,86.0
2021-10-26,2021,10,26,86.0
2021-10-27,2021,10,27,91.0
2021-10-27,2021,10,27,91.0
2021-10-28,2021,10,28,80.0
2021-10-28,2021,10,28,80.0
2021-10-29,2021,10,29,81.0
2021-10-29,2021,10,29,81.0
2021-10-30,2021,10,30,92.0
2021-10-30,2021,10,30,92.0
2021-10-31,2021,10,31,84.0
2021-10-31,2021,10,31,84.0
2021-11-01,2021,11,1,83.0
2021-11-01,2021,11,1,83.0
2021-11-02,2021,11,2,83.0
2021-11-03,2021,11,3,86.0
2021-11-04,2021,11,4,86.0
2021-11-05,2021,11,5,85.0
2021-11-05,2021,11,5,85.0
2021-11-06,2021,11,6,84.0
2021-11-07,2021,11,7,87.0
2021-11-08,2021,11,8,90.0
2021-11-09,2021,11,9,84.0
2021-11-10,2021,11,10,88.0
2021-11-11,2021,11,11,84.0
2021-11-12,2021,11,12,90.0
2021-11-12,2021,11,12,90.0
2021-11-13,2021,11,13,75.0
2021-11-13,2021,11,13,75.0
2021-11-14,2021,11,14,81.0
2021-11-15,2021,11,15,79.0
2021-11-16,2021,11,16,82.0
2021-11-17,2021,11,17,87.0
2021-11-18,2021,11,18,79.0
2021-11-19,2021,11,19,78.0
2021-11-20,2021,11,20,76.0
2021-11-20,2021,11,20,76.0
2021-11-21,2021,11,21,80.0
2021-11-22,2021,11,22,80.0
2021-11-23,2021,11,23,82.0
2021-11-24,2021,11,24,89.0
2021-11-25,2021,11,25,87.0
2021-11-26,2021,11,26,88.0
2021-11-27,2021,11,27,84.0
2021-11-27,2021,11,27,84.0
2021-11-28,2021,11,28,93.0
2021-11-28,2021,11,28,93.0
2021-11-29,2021,11,29,90.0
2021-11-30,2021,11,30,91.0
2021-12-01,2021,12,1,71.0
2021-12-02,2021,12,2,81.0
2021-12-02,2021,12,2,81.0
2021-12-03,2021,12,3,91.0
2021-12-03,2021,12,3,91.0
2021-12-04,2021,12,4,71.0
2021-12-05,2021,12,5,82.0
2021-12-06,2021,12,6,80.0
2021-12-06,2021,12,6,80.0
2021-12-07,2021,12,7,86.0
2021-12-07,2021,12,7,86.0
2021-12-08,2021,12,8,76.0
2021-12-08,2021,12,8,76.0
2021-12-09,2021,12,9,83.0
2021-12-10,2021,12,10,84.0
2021-12-11,2021,12,11,82.0
2021-12-11,2021,12,11,82.0
2021-12-12,2021,12,12,74.0
2021-12-12,2021,12,12,74.0
2021-12-13,2021,12,13,73.0
2021-12-13,2021,12,13,73.0
2021-12-14,2021,12,14,77.0
2021-12-15,2021,12,15,80.0
2021-12-16,2021,12,16,79.0
2021-12-17,2021,12,17,87.0
2021-12-18,2021,12,18,95.0
2021-12-19,2021,12,19,87.0
2021-12-20,2021,12,20,93.0
2021-12-21,2021,12,21,77.0
2021-12-22,2021,12,22,74.0
2021-12-23,2021,12,23,72.0
2021-12-24,2021,12,24,77.0
2021-12-25,2021,12,25,75.0
2021-12-26,2021,12,26,74.0
2021-12-27,2021,12,27,70.0
2021-12-28,2021,12,28,71.0
2021-12-29,2021,12,29,71.0
2021-12-30,2021,12,30,80.0
2021-12-31,2021,12,31,90.0
2022-01-01,2022,1,1,91.0
2022-01-02,2022,1,2,84.0
2022-01-03,2022,1,3,82.0
2022-01-04,2022,1,4,87.0
2022-01-05,2022,1,5,77.0
2022-01-06,2022,1,6,82.0
2022-01-07,2022,1,7,76.0
2022-01-08,2022,1,8,90.0
2022-01-09,2022,1,9,82.0
2022-01-10,2022,1,10,83.0
2022-01-11,2022,1,11,76.0
2022-01-12,2022,1,12,76.0
2022-01-13,2022,1,13,80.0
2022-01-14,2022,1,14,72.0
2022-01-15,2022,1,15,78.0
2022-01-16,2022,1,16,73.0
2022-01-17,2022,1,17,80.0
2022-01-18,2022,1,18,81.0
2022-01-19,2022,1,19,70.0
2022-01-20,2022,1,20,75.0
2022-01-21,2022,1,21,76.0
2022-01-22,2022,1,22,77.0
2022-01-23,2022,1,23,78.0
2022-01-24,2022,1,24,83.0
2022-01-25,2022,1,25,79.0
2022-01-26,2022,1,26,76.0
2022-01-27,2022,1,27,78.0
2022-01-28,2022,1,28,73.0
2022-01-29,2022,1,29,80.0
2022-01-30,2022,1,30,74.0
2022-01-31,2022,1,31,73.0
2022-02-01,2022,2,1,77.0
2022-02-02,2022,2,2,82.0
2022-02-03,2022,2,3,74.0
2022-02-04,2022,2,4,79.0
2022-02-05,2022,2,5,72.0
2022-02-06,2022,2,6,81.0
2022-02-07,2022,2,7,90.0
2022-02-08,2022,2,8,77.0
2022-02-09,2022,2,9,90.0
2022-02-10,2022,2,10,82.0
2022-02-11,2022,2,11,76.0
2022-02-12,2022,2,12,82.0
2022-02-13,2022,2,13,73.0
2022-02-14,2022,2,14,81.0
2022-02-15,2022,2,15,87.0
2022-02-16,2022,2,16,88.0
2022-02-17,2022,2,17,83.0
2022-02-18,2022,2,18,80.0
2022-02-19,2022,2,19,79.0
2022-02-20,2022,2,20,75.0
2022-02-21,2022,2,21,76.0
2022-02-22,2022,2,22,82.0
2022-02-23,2022,2,23,84.0
2022-02-24,2022,2,24,79.0
2022-02-25,2022,2,25,78.0
2022-02-26,2022,2,26,83.0
2022-02-27,2022,2,27,91.0
2022-02-28,2022,2,28,86.0
2022-03-01,2022,3,1,83.0
2022-03-02,2022,3,2,87.0
2022-03-03,2022,3,3,83.0
2022-03-04,2022,3,4,78.0
2022-03-05,2022,3,5,85.0
2022-03-06,2022,3,6,83.0
2022-03-07,2022,3,7,80.0
2022-03-08,2022,3,8,86.0
2022-03-09,2022,3,9,86.0
2022-03-10,2022,3,10,80.0
2022-03-11,2022,3,11,84.0
2022-03-12,2022,3,12,80.0
2022-03-13,2022,3,13,79.0
2022-03-14,2022,3,14,82.0
2022-03-15,2022,3,15,79.0
2022-03-16,2022,3,16,86.0
2022-03-17,2022,3,17,85.0
2022-03-18,2022,3,18,79.0
2022-03-19,2022,3,19,86.0
2022-03-20,2022,3,20,82.0
2022-03-21,2022,3,21,73.0
2022-03-22,2022,3,22,75.0
2022-03-23,2022,3,23,81.0
2022-03-24,2022,3,24,82.0
2022-03-25,2022,3,25,83.0
2022-03-26,2022,3,26,83.0
2022-03-27,2022,3,27,76.0
2022-03-28,2022,3,28,80.0
2022-03-29,2022,3,29,81.0
2022-03-30,2022,3,30,78.0
2022-03-31,2022,3,31,82.0
2022-04-01,2022,4,1,74.0
2022-04-02,2022,4,2,79.0
2022-04-03,2022,4,3,92.0
2022-04-04,2022,4,4,78.0
2022-04-05,2022,4,5,89.0
2022-04-06,2022,4,6,85.0
2022-04-07,2022,4,7,79.0
2022-04-08,2022,4,8,79.0
2022-04-09,2022,4,9,79.0
2022-04-10,2022,4,10,74.0
2022-04-11,2022,4,11,78.0
2022-04-12,2022,4,12,69.0
2022-04-13,2022,4,13,76.0
2022-04-14,2022,4,14,71.0
2022-04-15,2022,4,15,74.0
2022-04-16,2022,4,16,75.0
2022-04-17,2022,4,17,72.0
2022-04-18,2022,4,18,73.0
2022-04-19,2022,4,19,76.0
2022-04-20,2022,4,20,84.0
2022-04-21,2022,4,21,78.0
2022-04-22,2022,4,22,80.0
2022-04-23,2022,4,23,77.0
2022-04-24,2022,4,24,71.0
2022-04-25,2022,4,25,80.0
2022-04-26,2022,4,26,76.0
2022-04-27,2022,4,27,78.0
2022-04-28,2022,4,28,72.0
2022-04-29,2022,4,29,77.0
2022-04-30,2022,4,30,76.0
2022-05-01,2022,5,1,76.0
2022-05-02,2022,5,2,76.0
2022-05-03,2022,5,3,73.0
2022-05-04,2022,5,4,82.0
2022-05-05,2022,5,5,76.0
2022-05-06,2022,5,6,82.0
2022-05-07,2022,5,7,74.0
2022-05-08,2022,5,8,73.0
2022-05-09,2022,5,9,78.0
2022-05-10,2022,5,10,77.0
2022-05-11,2022,5,11,79.0
2022-05-12,2022,5,12,64.0
2022-05-13,2022,5,13,75.0
2022-05-14,2022,5,14,71.0
2022-05-15,2022,5,15,72.0
2022-05-16,2022,5,16,73.0
2022-05-17,2022,5,17,70.0
2022-05-18,2022,5,18,59.0
2022-05-19,2022,5,19,58.0
2022-05-20,2022,5,20,62.0
2022-05-21,2022,5,21,66.0
2022-05-22,2022,5,22,64.0
2022-05-23,2022,5,23,58.0
2022-05-24,2022,5,24,58.0
2022-05-25,2022,5,25,61.0
2022-05-26,2022,5,26,61.0
2022-05-27,2022,5,27,60.0
